Employee,Employee ID CP,Employee Full Name,Employee First Name,Employee Last Name,Employee User ID,Employee Email Id,Employment Status,Employee Group,Personnel Subarea,Building,Job Family,Job Sub Family,HR Business Sub Group,Function,Sub Function,Function Unit,Local Type,Business Location,Position,Specialization,Supervisor Legal Name
1000567,40170567,Aisha Rahman,Aisha,Rahman,BdRahmanAi,Shahidul.Islam3@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000568,40170568,Omar Ahmed,Omar,Ahmed,BdAhmedOm,Shilpi.Halder@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000569,40170569,Sakib Ferdous,Sakib,Ferdous,BdFerdousSa,Sheikh.Ali@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Not Assigned,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Not Assigned,Key Institution Area Nutrition Executive,Med Rep Specialty Pract&Phys (Lifesci),Md.Ruhul
1000570,40170570,Sakib Sikder,Sakib,Sikder,BdSikderSa,Kazi.Hossain@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Not Assigned,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Not Assigned,Senior Officer- Key Institution Scientif,Med Rep Specialty Pract&Phys (Lifesci),Md.Ruhul
1000571,40170571,Sakib Kabir,Sakib,Kabir,BdKabirSa,Sm.Moniruzzaman@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Md. Mahmudul
1000572,40170572,Lina Rahman,Lina,Rahman,BdRahmanLi,Fahmida.Rumman@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Key Institution Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Sheikh
1000573,40170573,Hasan Farooq,Hasan,Farooq,BdFarooqHa,Masum.Billah@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Not Assigned,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Not Assigned,Senior Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Kazi
1000574,40170574,Tanvir Ahmed,Tanvir,Ahmed,BdAhmedTa,Fatema.Ishita@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Sr. Key Institution Area Nutrition Offic,Med Rep Specialty Pract&Phys (Lifesci),Imran
1000575,40170575,Nadia Naser,Nadia,Naser,BdNaserNa,Md.Mamun@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000576,40170576,Nabil Bhuiyan,Nabil,Bhuiyan,BdBhuiyanNa,Md.Jwel@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000577,40170577,Arman Sikder,Arman,Sikder,BdSikderAr,Kashem.Ahmed@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000578,40170578,Jannat Sheikh,Jannat,Sheikh,BdSheikhJa,Sharmin.Sikder@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000579,40170579,Maliha Hossain,Maliha,Hossain,BdHossainMa,Rima.Rimi@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000580,40170580,Sadia Rahman,Sadia,Rahman,BdRahmanSa,Al.Amin@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000581,40170581,Sadia Miah,Sadia,Miah,BdMiahSa,Mohammad.Mamun@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000582,40170582,Rafi Ferdous,Rafi,Ferdous,BdFerdousRa,Shimo.Akter@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000583,40170583,Lina Naser,Lina,Naser,BdNaserLi,Robin.Sheikh@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000584,40170584,Tanvir Sardar,Tanvir,Sardar,BdSardarTa,Maimuna.Akter@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000585,40170585,Sadia Farooq,Sadia,Farooq,BdFarooqSa,Mdmonir.Hossain@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000586,40170586,Omar Biswas,Omar,Biswas,BdBiswasOm,Sabbir.Hossain@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000587,40170587,Farah Khan,Farah,Khan,BdKhanFa,Marzia.Sultana@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000588,40170588,Maliha Shah,Maliha,Shah,BdShahMa,Ibrahim.Sheikh@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000589,40170589,Tanvir Sikder,Tanvir,Sikder,BdSikderTa,Mdmizanur.Rahman1@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000590,40170590,Nabil Bhuiyan,Nabil,Bhuiyan,BdBhuiyanNa,Md.Rubel@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000591,40170591,Jannat Rahman,Jannat,Rahman,BdRahmanJa,Morjina.Akter@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000592,40170592,Omar Ferdous,Omar,Ferdous,BdFerdousOm,Nahida.Sultana@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000593,40170593,Imran Khan,Imran,Khan,BdKhanIm,Mdabdur.Rahim@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000594,40170594,Arman Biswas,Arman,Biswas,BdBiswasAr,Md.Roni@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000595,40170595,Omar Naser,Omar,Naser,BdNaserOm,Mir.Hossain@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000596,40170596,Elita Hossain,Elita,Hossain,BdHossainEl,Md.Shadin@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000597,40170597,Nabil Ferdous,Nabil,Ferdous,BdFerdousNa,Nahid.Hasan@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000598,40170598,Farah Chowdhury,Farah,Chowdhury,BdChowdhuryFa,Naznin.Islam@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000599,40170599,Tanvir Naser,Tanvir,Naser,BdNaserTa,Harun.Rashid@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000600,40170600,Aisha Farooq,Aisha,Farooq,BdFarooqAi,Tanveer.Chowdhury@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Engineering,Technical & Production,Operations,Technical,Engineering,Factory,Food Gazipur Factory,Executive - Electrical & Automation,Electrical Engineering,Aisha Hasan.
1000601,40170601,Rafi Bhuiyan,Rafi,Bhuiyan,BdBhuiyanRa,Mdshajahan.Ali@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000602,40170602,Nabil Hossain,Nabil,Hossain,BdHossainNa,Mile.Akter@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000603,40170603,Aisha Sheikh,Aisha,Sheikh,BdSheikhAi,Sonia.Akter@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000604,40170604,Arman Shah,Arman,Shah,BdShahAr,Moriom.Akter@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000605,40170605,Maliha Shah,Maliha,Shah,BdShahMa,Md.Ashraful.Alam@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Shishir
1000606,40170606,Imran Sultana,Imran,Sultana,BdSultanaIm,Rubayet.Hossain@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Sr. Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Shishir
1000607,40170607,Sakib Ahmed,Sakib,Ahmed,BdAhmedSa,Mdnasim.Ahmed@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Not Assigned,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Not Assigned,Senior Ki. Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Rowshan
1000608,40170608,Tanvir Talukder,Tanvir,Talukder,BdTalukderTa,Md.Moniruzzaman3@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Not Assigned,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Not Assigned,Senior Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Md.
1000609,40170609,Arman Sikder,Arman,Sikder,BdSikderAr,Md.Resalath.Rahaman@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Senior Key Institution Area Nutrition Of,Med Rep Specialty Pract&Phys (Lifesci),Kapil
1000610,40170610,Rahim Rahman,Rahim,Rahman,BdRahmanRa,Md.Mahmudul.Hasan@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Not Assigned,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Not Assigned,Team Leader,Med Rep Specialty Pract&Phys (Lifesci),Ferdoush
1000611,40170611,Zara Khan,Zara,Khan,BdKhanZa,Ujjal.Banik@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Junior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000612,40170612,Rahim Biswas,Rahim,Biswas,BdBiswasRa,Mdshajahan.Kabir@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000613,40170613,Maliha Hasan,Maliha,Hasan,BdHasanMa,Nandita.Rani@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000614,40170614,Nabil Farooq,Nabil,Farooq,BdFarooqNa,Mdsabuz.Mia@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000615,40170615,Sadia Chowdhury,Sadia,Chowdhury,BdChowdhurySa,Rashedul.Islam@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000616,40170616,Maliha Sikder,Maliha,Sikder,BdSikderMa,Shreerobindro.Nath@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000617,40170617,Nadia Islam,Nadia,Islam,BdIslamNa,Forhadur.Reza@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000618,40170618,Zara Talukder,Zara,Talukder,BdTalukderZa,Mohammad.Hossain@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Sales,Marketing & Sales,Sales,Field Sales,Field Employee,Food Dhaka Head Office,Area Sales Executive,General Field Sales,Mohd. Hasim
1000619,40170619,Tanvir Rahman,Tanvir,Rahman,BdRahmanTa,Mdusuf.Ali@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Engineering Technicians,Technical & Production,Operations,Technical,Engineering,Factory,Food Gazipur Factory,Assistant Engineer Operation (Level-2),Plant Infrastructure Technician,Aisha Hasan.
